instance,seed,run,variant,algorithm,total_cost_opt,total_cost,gap
synthetic_10_courses_01.json,2,2,B,a_star,15,15,0
synthetic_10_courses_01.json,2,2,B,exact_small,15,15,0
synthetic_10_courses_01.json,2,2,B,greedy,15,18,3
synthetic_10_courses_01.json,3,3,B,a_star,15,15,0
synthetic_10_courses_01.json,3,3,B,exact_small,15,15,0
synthetic_10_courses_01.json,3,3,B,greedy,15,18,3
synthetic_10_courses_01.json,4,4,B,a_star,15,15,0
synthetic_10_courses_01.json,4,4,B,exact_small,15,15,0
synthetic_10_courses_01.json,4,4,B,greedy,15,18,3
synthetic_10_courses_01.json,5,5,B,a_star,15,15,0
synthetic_10_courses_01.json,5,5,B,exact_small,15,15,0
synthetic_10_courses_01.json,5,5,B,greedy,15,18,3
synthetic_10_courses_02.json,1,1,B,a_star,20,20,0
synthetic_10_courses_02.json,1,1,B,exact_small,20,20,0
synthetic_10_courses_02.json,1,1,B,greedy,20,26,6
synthetic_10_courses_02.json,2,2,B,a_star,20,20,0
synthetic_10_courses_02.json,2,2,B,exact_small,20,20,0
synthetic_10_courses_02.json,2,2,B,greedy,20,26,6
synthetic_10_courses_02.json,3,3,B,a_star,20,20,0
synthetic_10_courses_02.json,3,3,B,exact_small,20,20,0
synthetic_10_courses_02.json,3,3,B,greedy,20,26,6
synthetic_10_courses_02.json,4,4,B,a_star,20,20,0
synthetic_10_courses_02.json,4,4,B,exact_small,20,20,0
synthetic_10_courses_02.json,4,4,B,greedy,20,26,6
synthetic_10_courses_02.json,5,5,B,a_star,20,20,0
synthetic_10_courses_02.json,5,5,B,exact_small,20,20,0
synthetic_10_courses_02.json,5,5,B,greedy,20,26,6
synthetic_10_courses_03.json,1,1,B,a_star,32,32,0
synthetic_10_courses_03.json,1,1,B,exact_small,32,32,0
synthetic_10_courses_03.json,1,1,B,greedy,32,40,8
synthetic_10_courses_03.json,2,2,B,a_star,32,32,0
synthetic_10_courses_03.json,2,2,B,exact_small,32,32,0
synthetic_10_courses_03.json,2,2,B,greedy,32,40,8
synthetic_10_courses_03.json,3,3,B,a_star,32,32,0
synthetic_10_courses_03.json,3,3,B,exact_small,32,32,0
synthetic_10_courses_03.json,3,3,B,greedy,32,40,8
synthetic_10_courses_03.json,4,4,B,a_star,32,32,0
synthetic_10_courses_03.json,4,4,B,exact_small,32,32,0
synthetic_10_courses_03.json,4,4,B,greedy,32,40,8
synthetic_10_courses_03.json,5,5,B,a_star,32,32,0
synthetic_10_courses_03.json,5,5,B,exact_small,32,32,0
synthetic_10_courses_03.json,5,5,B,greedy,32,40,8
synthetic_10_courses_04.json,1,1,B,a_star,19,19,0
synthetic_10_courses_04.json,1,1,B,exact_small,19,19,0
synthetic_10_courses_04.json,1,1,B,greedy,19,25,6
synthetic_10_courses_04.json,2,2,B,a_star,19,19,0
synthetic_10_courses_04.json,2,2,B,exact_small,19,19,0
synthetic_10_courses_04.json,2,2,B,greedy,19,25,6
synthetic_10_courses_04.json,3,3,B,a_star,19,19,0
synthetic_10_courses_04.json,3,3,B,exact_small,19,19,0
synthetic_10_courses_04.json,3,3,B,greedy,19,25,6
synthetic_10_courses_04.json,4,4,B,a_star,19,19,0
synthetic_10_courses_04.json,4,4,B,exact_small,19,19,0
synthetic_10_courses_04.json,4,4,B,greedy,19,25,6
synthetic_10_courses_04.json,5,5,B,a_star,19,19,0
synthetic_10_courses_04.json,5,5,B,exact_small,19,19,0
synthetic_10_courses_04.json,5,5,B,greedy,19,25,6
synthetic_10_courses_05.json,1,1,B,a_star,12,12,0
synthetic_10_courses_05.json,1,1,B,exact_small,12,12,0
synthetic_10_courses_05.json,1,1,B,greedy,12,12,0
synthetic_10_courses_05.json,2,2,B,a_star,12,12,0
synthetic_10_courses_05.json,2,2,B,exact_small,12,12,0
synthetic_10_courses_05.json,2,2,B,greedy,12,12,0
synthetic_10_courses_05.json,3,3,B,a_star,12,12,0
synthetic_10_courses_05.json,3,3,B,exact_small,12,12,0
synthetic_10_courses_05.json,3,3,B,greedy,12,12,0
synthetic_10_courses_05.json,4,4,B,a_star,12,12,0
synthetic_10_courses_05.json,4,4,B,exact_small,12,12,0
synthetic_10_courses_05.json,4,4,B,greedy,12,12,0
synthetic_10_courses_05.json,5,5,B,a_star,12,12,0
synthetic_10_courses_05.json,5,5,B,exact_small,12,12,0
synthetic_10_courses_05.json,5,5,B,greedy,12,12,0
synthetic_10_courses_06.json,1,1,B,a_star,26,26,0
synthetic_10_courses_06.json,1,1,B,exact_small,26,26,0
synthetic_10_courses_06.json,1,1,B,greedy,26,26,0
synthetic_10_courses_06.json,2,2,B,a_star,26,26,0
synthetic_10_courses_06.json,2,2,B,exact_small,26,26,0
synthetic_10_courses_06.json,2,2,B,greedy,26,26,0
synthetic_10_courses_06.json,3,3,B,a_star,26,26,0
synthetic_10_courses_06.json,3,3,B,exact_small,26,26,0
synthetic_10_courses_06.json,3,3,B,greedy,26,26,0
synthetic_10_courses_06.json,4,4,B,a_star,26,26,0
synthetic_10_courses_06.json,4,4,B,exact_small,26,26,0
synthetic_10_courses_06.json,4,4,B,greedy,26,26,0
synthetic_10_courses_06.json,5,5,B,a_star,26,26,0
synthetic_10_courses_06.json,5,5,B,exact_small,26,26,0
synthetic_10_courses_06.json,5,5,B,greedy,26,26,0
synthetic_10_courses_07.json,1,1,B,a_star,20,20,0
synthetic_10_courses_07.json,1,1,B,exact_small,20,20,0
synthetic_10_courses_07.json,1,1,B,greedy,20,25,5
synthetic_10_courses_07.json,2,2,B,a_star,20,20,0
synthetic_10_courses_07.json,2,2,B,exact_small,20,20,0
synthetic_10_courses_07.json,2,2,B,greedy,20,25,5
synthetic_10_courses_07.json,3,3,B,a_star,20,20,0
synthetic_10_courses_07.json,3,3,B,exact_small,20,20,0
synthetic_10_courses_07.json,3,3,B,greedy,20,25,5
synthetic_10_courses_07.json,4,4,B,a_star,20,20,0
synthetic_10_courses_07.json,4,4,B,exact_small,20,20,0
synthetic_10_courses_07.json,4,4,B,greedy,20,25,5
synthetic_10_courses_07.json,5,5,B,a_star,20,20,0
synthetic_10_courses_07.json,5,5,B,exact_small,20,20,0
synthetic_10_courses_07.json,5,5,B,greedy,20,25,5
synthetic_10_courses_08.json,1,1,B,a_star,21,21,0
synthetic_10_courses_08.json,1,1,B,exact_small,21,21,0
synthetic_10_courses_08.json,1,1,B,greedy,21,17,-4
synthetic_10_courses_08.json,2,2,B,a_star,21,21,0
synthetic_10_courses_08.json,2,2,B,exact_small,21,21,0
synthetic_10_courses_08.json,2,2,B,greedy,21,17,-4
synthetic_10_courses_08.json,3,3,B,a_star,21,21,0
synthetic_10_courses_08.json,3,3,B,exact_small,21,21,0
synthetic_10_courses_08.json,3,3,B,greedy,21,17,-4
synthetic_10_courses_08.json,4,4,B,a_star,21,21,0
synthetic_10_courses_08.json,4,4,B,exact_small,21,21,0
synthetic_10_courses_08.json,4,4,B,greedy,21,17,-4
synthetic_10_courses_08.json,5,5,B,a_star,21,21,0
synthetic_10_courses_08.json,5,5,B,exact_small,21,21,0
synthetic_10_courses_08.json,5,5,B,greedy,21,17,-4
synthetic_10_courses_09.json,1,1,B,a_star,16,16,0
synthetic_10_courses_09.json,1,1,B,exact_small,16,16,0
synthetic_10_courses_09.json,1,1,B,greedy,16,22,6
synthetic_10_courses_09.json,2,2,B,a_star,16,16,0
synthetic_10_courses_09.json,2,2,B,exact_small,16,16,0
synthetic_10_courses_09.json,2,2,B,greedy,16,22,6
synthetic_10_courses_09.json,3,3,B,a_star,16,16,0
synthetic_10_courses_09.json,3,3,B,exact_small,16,16,0
synthetic_10_courses_09.json,3,3,B,greedy,16,22,6
synthetic_10_courses_09.json,4,4,B,a_star,16,16,0
synthetic_10_courses_09.json,4,4,B,exact_small,16,16,0
synthetic_10_courses_09.json,4,4,B,greedy,16,22,6
synthetic_10_courses_09.json,5,5,B,a_star,16,16,0
synthetic_10_courses_09.json,5,5,B,exact_small,16,16,0
synthetic_10_courses_09.json,5,5,B,greedy,16,22,6
synthetic_10_courses_10.json,1,1,B,a_star,15,15,0
synthetic_10_courses_10.json,1,1,B,exact_small,15,15,0
synthetic_10_courses_10.json,1,1,B,greedy,15,15,0
synthetic_10_courses_10.json,2,2,B,a_star,15,15,0
synthetic_10_courses_10.json,2,2,B,exact_small,15,15,0
synthetic_10_courses_10.json,2,2,B,greedy,15,15,0
synthetic_10_courses_10.json,3,3,B,a_star,15,15,0
synthetic_10_courses_10.json,3,3,B,exact_small,15,15,0
synthetic_10_courses_10.json,3,3,B,greedy,15,15,0
synthetic_10_courses_10.json,4,4,B,a_star,15,15,0
synthetic_10_courses_10.json,4,4,B,exact_small,15,15,0
synthetic_10_courses_10.json,4,4,B,greedy,15,15,0
synthetic_10_courses_10.json,5,5,B,a_star,15,15,0
synthetic_10_courses_10.json,5,5,B,exact_small,15,15,0
synthetic_10_courses_10.json,5,5,B,greedy,15,15,0
synthetic_10_courses_01.json,1,1,C,a_star,15,15,0
synthetic_10_courses_01.json,1,1,C,exact_small,15,15,0
synthetic_10_courses_01.json,1,1,C,greedy,15,18,3
synthetic_10_courses_01.json,2,2,C,a_star,15,15,0
synthetic_10_courses_01.json,2,2,C,exact_small,15,15,0
synthetic_10_courses_01.json,2,2,C,greedy,15,18,3
synthetic_10_courses_01.json,3,3,C,a_star,15,15,0
synthetic_10_courses_01.json,3,3,C,exact_small,15,15,0
synthetic_10_courses_01.json,3,3,C,greedy,15,18,3
synthetic_10_courses_01.json,4,4,C,a_star,15,15,0
synthetic_10_courses_01.json,4,4,C,exact_small,15,15,0
synthetic_10_courses_01.json,4,4,C,greedy,15,18,3
synthetic_10_courses_01.json,5,5,C,a_star,15,15,0
synthetic_10_courses_01.json,5,5,C,exact_small,15,15,0
synthetic_10_courses_01.json,5,5,C,greedy,15,18,3
synthetic_10_courses_02.json,1,1,C,a_star,20,20,0
synthetic_10_courses_02.json,1,1,C,exact_small,20,20,0
synthetic_10_courses_02.json,1,1,C,greedy,20,26,6
synthetic_10_courses_02.json,2,2,C,a_star,20,20,0
synthetic_10_courses_02.json,2,2,C,exact_small,20,20,0
synthetic_10_courses_02.json,2,2,C,greedy,20,26,6
synthetic_10_courses_02.json,3,3,C,a_star,20,20,0
synthetic_10_courses_02.json,3,3,C,exact_small,20,20,0
synthetic_10_courses_02.json,3,3,C,greedy,20,26,6
synthetic_10_courses_02.json,4,4,C,a_star,20,20,0
synthetic_10_courses_02.json,4,4,C,exact_small,20,20,0
synthetic_10_courses_02.json,4,4,C,greedy,20,26,6
synthetic_10_courses_02.json,5,5,C,a_star,20,20,0
synthetic_10_courses_02.json,5,5,C,exact_small,20,20,0
synthetic_10_courses_02.json,5,5,C,greedy,20,26,6
synthetic_10_courses_03.json,1,1,C,a_star,32,32,0
synthetic_10_courses_03.json,1,1,C,exact_small,32,32,0
synthetic_10_courses_03.json,1,1,C,greedy,32,40,8
synthetic_10_courses_03.json,2,2,C,a_star,32,32,0
synthetic_10_courses_03.json,2,2,C,exact_small,32,32,0
synthetic_10_courses_03.json,2,2,C,greedy,32,40,8
synthetic_10_courses_03.json,3,3,C,a_star,32,32,0
synthetic_10_courses_03.json,3,3,C,exact_small,32,32,0
synthetic_10_courses_03.json,3,3,C,greedy,32,40,8
synthetic_10_courses_03.json,4,4,C,a_star,32,32,0
synthetic_10_courses_03.json,4,4,C,exact_small,32,32,0
synthetic_10_courses_03.json,4,4,C,greedy,32,40,8
synthetic_10_courses_03.json,5,5,C,a_star,32,32,0
synthetic_10_courses_03.json,5,5,C,exact_small,32,32,0
synthetic_10_courses_03.json,5,5,C,greedy,32,40,8
synthetic_10_courses_04.json,1,1,C,a_star,19,19,0
synthetic_10_courses_04.json,1,1,C,exact_small,19,19,0
synthetic_10_courses_04.json,1,1,C,greedy,19,25,6
synthetic_10_courses_04.json,2,2,C,a_star,19,19,0
synthetic_10_courses_04.json,2,2,C,exact_small,19,19,0
synthetic_10_courses_04.json,2,2,C,greedy,19,25,6
synthetic_10_courses_04.json,3,3,C,a_star,19,19,0
synthetic_10_courses_04.json,3,3,C,exact_small,19,19,0
synthetic_10_courses_04.json,3,3,C,greedy,19,25,6
synthetic_10_courses_04.json,4,4,C,a_star,19,19,0
synthetic_10_courses_04.json,4,4,C,exact_small,19,19,0
synthetic_10_courses_04.json,4,4,C,greedy,19,25,6
synthetic_10_courses_04.json,5,5,C,a_star,19,19,0
synthetic_10_courses_04.json,5,5,C,exact_small,19,19,0
synthetic_10_courses_04.json,5,5,C,greedy,19,25,6
synthetic_10_courses_05.json,1,1,C,a_star,12,12,0
synthetic_10_courses_05.json,1,1,C,exact_small,12,12,0
synthetic_10_courses_05.json,1,1,C,greedy,12,12,0
synthetic_10_courses_05.json,2,2,C,a_star,12,12,0
synthetic_10_courses_05.json,2,2,C,exact_small,12,12,0
synthetic_10_courses_05.json,2,2,C,greedy,12,12,0
synthetic_10_courses_05.json,3,3,C,a_star,12,12,0
synthetic_10_courses_05.json,3,3,C,exact_small,12,12,0
synthetic_10_courses_05.json,3,3,C,greedy,12,12,0
synthetic_10_courses_05.json,4,4,C,a_star,12,12,0
synthetic_10_courses_05.json,4,4,C,exact_small,12,12,0
synthetic_10_courses_05.json,4,4,C,greedy,12,12,0
synthetic_10_courses_05.json,5,5,C,a_star,12,12,0
synthetic_10_courses_05.json,5,5,C,exact_small,12,12,0
synthetic_10_courses_05.json,5,5,C,greedy,12,12,0
synthetic_10_courses_06.json,1,1,C,a_star,26,26,0
synthetic_10_courses_06.json,1,1,C,exact_small,26,26,0
synthetic_10_courses_06.json,1,1,C,greedy,26,26,0
synthetic_10_courses_06.json,2,2,C,a_star,26,26,0
synthetic_10_courses_06.json,2,2,C,exact_small,26,26,0
synthetic_10_courses_06.json,2,2,C,greedy,26,26,0
synthetic_10_courses_06.json,3,3,C,a_star,26,26,0
synthetic_10_courses_06.json,3,3,C,exact_small,26,26,0
synthetic_10_courses_06.json,3,3,C,greedy,26,26,0
synthetic_10_courses_06.json,4,4,C,a_star,26,26,0
synthetic_10_courses_06.json,4,4,C,exact_small,26,26,0
synthetic_10_courses_06.json,4,4,C,greedy,26,26,0
synthetic_10_courses_06.json,5,5,C,a_star,26,26,0
synthetic_10_courses_06.json,5,5,C,exact_small,26,26,0
synthetic_10_courses_06.json,5,5,C,greedy,26,26,0
synthetic_10_courses_07.json,1,1,C,a_star,20,20,0
synthetic_10_courses_07.json,1,1,C,exact_small,20,20,0
synthetic_10_courses_07.json,1,1,C,greedy,20,25,5
synthetic_10_courses_07.json,2,2,C,a_star,20,20,0
synthetic_10_courses_07.json,2,2,C,exact_small,20,20,0
synthetic_10_courses_07.json,2,2,C,greedy,20,25,5
synthetic_10_courses_07.json,3,3,C,a_star,20,20,0
synthetic_10_courses_07.json,3,3,C,exact_small,20,20,0
synthetic_10_courses_07.json,3,3,C,greedy,20,25,5
synthetic_10_courses_07.json,4,4,C,a_star,20,20,0
synthetic_10_courses_07.json,4,4,C,exact_small,20,20,0
synthetic_10_courses_07.json,4,4,C,greedy,20,25,5
synthetic_10_courses_07.json,5,5,C,a_star,20,20,0
synthetic_10_courses_07.json,5,5,C,exact_small,20,20,0
synthetic_10_courses_07.json,5,5,C,greedy,20,25,5
synthetic_10_courses_08.json,1,1,C,a_star,21,21,0
synthetic_10_courses_08.json,1,1,C,exact_small,21,21,0
synthetic_10_courses_08.json,1,1,C,greedy,21,17,-4
synthetic_10_courses_08.json,2,2,C,a_star,21,21,0
synthetic_10_courses_08.json,2,2,C,exact_small,21,21,0
synthetic_10_courses_08.json,2,2,C,greedy,21,17,-4
synthetic_10_courses_08.json,3,3,C,a_star,21,21,0
synthetic_10_courses_08.json,3,3,C,exact_small,21,21,0
synthetic_10_courses_08.json,3,3,C,greedy,21,17,-4
synthetic_10_courses_08.json,4,4,C,a_star,21,21,0
synthetic_10_courses_08.json,4,4,C,exact_small,21,21,0
synthetic_10_courses_08.json,4,4,C,greedy,21,17,-4
synthetic_10_courses_08.json,5,5,C,a_star,21,21,0
synthetic_10_courses_08.json,5,5,C,exact_small,21,21,0
synthetic_10_courses_08.json,5,5,C,greedy,21,17,-4
synthetic_10_courses_09.json,1,1,C,a_star,16,16,0
synthetic_10_courses_09.json,1,1,C,exact_small,16,16,0
synthetic_10_courses_09.json,1,1,C,greedy,16,22,6
synthetic_10_courses_09.json,2,2,C,a_star,16,16,0
synthetic_10_courses_09.json,2,2,C,exact_small,16,16,0
synthetic_10_courses_09.json,2,2,C,greedy,16,22,6
synthetic_10_courses_09.json,3,3,C,a_star,16,16,0
synthetic_10_courses_09.json,3,3,C,exact_small,16,16,0
synthetic_10_courses_09.json,3,3,C,greedy,16,22,6
synthetic_10_courses_09.json,4,4,C,a_star,16,16,0
synthetic_10_courses_09.json,4,4,C,exact_small,16,16,0
synthetic_10_courses_09.json,4,4,C,greedy,16,22,6
synthetic_10_courses_09.json,5,5,C,a_star,16,16,0
synthetic_10_courses_09.json,5,5,C,exact_small,16,16,0
synthetic_10_courses_09.json,5,5,C,greedy,16,22,6
synthetic_10_courses_10.json,1,1,C,a_star,15,15,0
synthetic_10_courses_10.json,1,1,C,exact_small,15,15,0
synthetic_10_courses_10.json,1,1,C,greedy,15,15,0
synthetic_10_courses_10.json,2,2,C,a_star,15,15,0
synthetic_10_courses_10.json,2,2,C,exact_small,15,15,0
synthetic_10_courses_10.json,2,2,C,greedy,15,15,0
synthetic_10_courses_10.json,3,3,C,a_star,15,15,0
synthetic_10_courses_10.json,3,3,C,exact_small,15,15,0
synthetic_10_courses_10.json,3,3,C,greedy,15,15,0
synthetic_10_courses_10.json,4,4,C,a_star,15,15,0
synthetic_10_courses_10.json,4,4,C,exact_small,15,15,0
synthetic_10_courses_10.json,4,4,C,greedy,15,15,0
synthetic_10_courses_10.json,5,5,C,a_star,15,15,0
synthetic_10_courses_10.json,5,5,C,exact_small,15,15,0
synthetic_10_courses_10.json,5,5,C,greedy,15,15,0
synthetic_10_courses_01.json,1,1,D,a_star,15,19,4
synthetic_10_courses_01.json,1,1,D,exact_small,15,19,4
synthetic_10_courses_01.json,1,1,D,greedy,15,19,4
synthetic_10_courses_01.json,2,2,D,a_star,15,19,4
synthetic_10_courses_01.json,2,2,D,exact_small,15,19,4
synthetic_10_courses_01.json,2,2,D,greedy,15,19,4
synthetic_10_courses_01.json,3,3,D,a_star,15,19,4
synthetic_10_courses_01.json,3,3,D,exact_small,15,19,4
