instance,instance_size,variant,algorithm,seed,run,success,total_cost,num_courses,elapsed_time,llm_calls,llm_evaluation_score,llm_evaluation_nota,trajectory_path,trajectory_found,variant_type,error_message,failed,is_valid_run,is_success,has_llm_eval,is_llm_variant
synthetic_10_courses_01.json,small,B,greedy,1,1,0,18,6,5.939998663961888e-05,1,,,trajectories\synthetic_10_courses_01.json__B__greedy__seed1__run1.json,0,auto,,0,True,False,False,True
synthetic_10_courses_01.json,small,B,greedy,2,2,0,18,6,7.77999812271446e-05,1,,,trajectories\synthetic_10_courses_01.json__B__greedy__seed2__run2.json,0,auto,,0,True,False,False,True
synthetic_10_courses_01.json,small,B,greedy,3,3,0,18,6,9.529999806545676e-05,1,,,trajectories\synthetic_10_courses_01.json__B__greedy__seed3__run3.json,0,auto,,0,True,False,False,True
synthetic_10_courses_01.json,small,B,greedy,4,4,0,18,6,9.849999332800508e-05,1,,,trajectories\synthetic_10_courses_01.json__B__greedy__seed4__run4.json,0,auto,,0,True,False,False,True
synthetic_10_courses_01.json,small,B,greedy,5,5,0,18,6,8.100000559352338e-05,1,,,trajectories\synthetic_10_courses_01.json__B__greedy__seed5__run5.json,0,auto,,0,True,False,False,True
synthetic_10_courses_01.json,small,B,a_star,1,1,1,15,6,0.0005211999814491,1,,,trajectories\synthetic_10_courses_01.json__B__a_star__seed1__run1.json,1,auto,,0,True,True,False,True
synthetic_10_courses_01.json,small,B,a_star,2,2,1,15,6,0.0003958000161219,1,,,trajectories\synthetic_10_courses_01.json__B__a_star__seed2__run2.json,1,auto,,0,True,True,False,True
synthetic_10_courses_01.json,small,B,a_star,3,3,1,15,6,0.0004211000050418,1,,,trajectories\synthetic_10_courses_01.json__B__a_star__seed3__run3.json,1,auto,,0,True,True,False,True
synthetic_10_courses_01.json,small,B,a_star,4,4,1,15,6,0.0003314999921713,1,,,trajectories\synthetic_10_courses_01.json__B__a_star__seed4__run4.json,1,auto,,0,True,True,False,True
synthetic_10_courses_01.json,small,B,a_star,5,5,1,15,6,0.0004292000085115,1,,,trajectories\synthetic_10_courses_01.json__B__a_star__seed5__run5.json,1,auto,,0,True,True,False,True
synthetic_10_courses_01.json,small,B,exact_small,1,1,1,15,6,0.0001776999852154,1,,,trajectories\synthetic_10_courses_01.json__B__exact_small__seed1__run1.json,1,auto,,0,True,True,False,True
synthetic_10_courses_01.json,small,B,exact_small,2,2,1,15,6,0.0001740000152494,1,,,trajectories\synthetic_10_courses_01.json__B__exact_small__seed2__run2.json,1,auto,,0,True,True,False,True
synthetic_10_courses_01.json,small,B,exact_small,3,3,1,15,6,0.0001592000189702,1,,,trajectories\synthetic_10_courses_01.json__B__exact_small__seed3__run3.json,1,auto,,0,True,True,False,True
synthetic_10_courses_01.json,small,B,exact_small,4,4,1,15,6,0.0002007999864872,1,,,trajectories\synthetic_10_courses_01.json__B__exact_small__seed4__run4.json,1,auto,,0,True,True,False,True
synthetic_10_courses_01.json,small,B,exact_small,5,5,1,15,6,0.0002434999914839,1,,,trajectories\synthetic_10_courses_01.json__B__exact_small__seed5__run5.json,1,auto,,0,True,True,False,True
synthetic_10_courses_01.json,small,C,greedy,1,1,0,18,6,4.449998959898949e-05,0,,,trajectories\synthetic_10_courses_01.json__C__greedy__seed1__run1.json,0,guided,,0,True,False,False,True
synthetic_10_courses_01.json,small,C,greedy,2,2,0,18,6,6.990000838413835e-05,0,,,trajectories\synthetic_10_courses_01.json__C__greedy__seed2__run2.json,0,guided,,0,True,False,False,True
synthetic_10_courses_01.json,small,C,greedy,3,3,0,18,6,0.0001075000036507,0,,,trajectories\synthetic_10_courses_01.json__C__greedy__seed3__run3.json,0,guided,,0,True,False,False,True
synthetic_10_courses_01.json,small,C,greedy,4,4,0,18,6,7.790001109242439e-05,0,,,trajectories\synthetic_10_courses_01.json__C__greedy__seed4__run4.json,0,guided,,0,True,False,False,True
synthetic_10_courses_01.json,small,C,greedy,5,5,0,18,6,4.909999552182853e-05,0,,,trajectories\synthetic_10_courses_01.json__C__greedy__seed5__run5.json,0,guided,,0,True,False,False,True
synthetic_10_courses_01.json,small,C,a_star,1,1,1,15,6,0.0003955000138375,1,8.8,0.6,trajectories\synthetic_10_courses_01.json__C__a_star__seed1__run1.json,1,guided,,0,True,True,True,True
synthetic_10_courses_01.json,small,C,a_star,2,2,1,15,6,0.0004727000195998,1,8.8,0.6,trajectories\synthetic_10_courses_01.json__C__a_star__seed2__run2.json,1,guided,,0,True,True,True,True
synthetic_10_courses_01.json,small,C,a_star,3,3,1,15,6,0.0006201000069268,1,8.8,0.6,trajectories\synthetic_10_courses_01.json__C__a_star__seed3__run3.json,1,guided,,0,True,True,True,True
synthetic_10_courses_01.json,small,C,a_star,4,4,1,15,6,0.0005701000045519,1,8.8,0.6,trajectories\synthetic_10_courses_01.json__C__a_star__seed4__run4.json,1,guided,,0,True,True,True,True
synthetic_10_courses_01.json,small,C,a_star,5,5,1,15,6,0.0006617000035475,1,8.8,0.6,trajectories\synthetic_10_courses_01.json__C__a_star__seed5__run5.json,1,guided,,0,True,True,True,True
synthetic_10_courses_01.json,small,C,exact_small,1,1,1,15,6,0.0002584000176284,1,8.8,0.6,trajectories\synthetic_10_courses_01.json__C__exact_small__seed1__run1.json,1,guided,,0,True,True,True,True
synthetic_10_courses_01.json,small,C,exact_small,2,2,1,15,6,0.0004257000109646,1,8.8,0.6,trajectories\synthetic_10_courses_01.json__C__exact_small__seed2__run2.json,1,guided,,0,True,True,True,True
synthetic_10_courses_01.json,small,C,exact_small,3,3,1,15,6,0.0005361000075936,1,8.8,0.6,trajectories\synthetic_10_courses_01.json__C__exact_small__seed3__run3.json,1,guided,,0,True,True,True,True
synthetic_10_courses_01.json,small,C,exact_small,4,4,1,15,6,0.0003144000074826,1,8.8,0.6,trajectories\synthetic_10_courses_01.json__C__exact_small__seed4__run4.json,1,guided,,0,True,True,True,True
synthetic_10_courses_01.json,small,C,exact_small,5,5,1,15,6,0.0003071000101044,1,8.8,0.6,trajectories\synthetic_10_courses_01.json__C__exact_small__seed5__run5.json,1,guided,,0,True,True,True,True
synthetic_10_courses_01.json,small,D,greedy,1,1,1,19,7,23.804776900011348,7,,,trajectories\synthetic_10_courses_01.json__D__greedy__seed1__run1.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,greedy,2,2,1,19,7,0.0893555000075139,7,,,trajectories\synthetic_10_courses_01.json__D__greedy__seed2__run2.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,greedy,3,3,1,19,7,0.0722360000072512,7,,,trajectories\synthetic_10_courses_01.json__D__greedy__seed3__run3.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,greedy,4,4,1,19,7,0.0756142999744042,7,,,trajectories\synthetic_10_courses_01.json__D__greedy__seed4__run4.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,greedy,5,5,1,19,7,0.0763154000160284,7,,,trajectories\synthetic_10_courses_01.json__D__greedy__seed5__run5.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,a_star,1,1,1,19,7,0.076796799985459,7,,,trajectories\synthetic_10_courses_01.json__D__a_star__seed1__run1.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,a_star,2,2,1,19,7,0.0755038000061176,7,,,trajectories\synthetic_10_courses_01.json__D__a_star__seed2__run2.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,a_star,3,3,1,19,7,0.090767899993807,7,,,trajectories\synthetic_10_courses_01.json__D__a_star__seed3__run3.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,a_star,4,4,1,19,7,0.0927387999836355,7,,,trajectories\synthetic_10_courses_01.json__D__a_star__seed4__run4.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,a_star,5,5,1,19,7,0.0717057000147178,7,,,trajectories\synthetic_10_courses_01.json__D__a_star__seed5__run5.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,exact_small,1,1,1,19,7,0.0347211000043898,7,,,trajectories\synthetic_10_courses_01.json__D__exact_small__seed1__run1.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,exact_small,2,2,1,19,7,0.0334047000214923,7,,,trajectories\synthetic_10_courses_01.json__D__exact_small__seed2__run2.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,exact_small,3,3,1,19,7,0.034154099994339,7,,,trajectories\synthetic_10_courses_01.json__D__exact_small__seed3__run3.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,exact_small,4,4,1,19,7,0.0334274999913759,7,,,trajectories\synthetic_10_courses_01.json__D__exact_small__seed4__run4.json,1,guided,,0,True,True,False,True
synthetic_10_courses_01.json,small,D,exact_small,5,5,1,19,7,0.0389826000027824,7,,,trajectories\synthetic_10_courses_01.json__D__exact_small__seed5__run5.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,A,greedy,1,1,1,26,8,6.680001388303936e-05,0,,,trajectories\synthetic_10_courses_02.json__A__greedy__seed1__run1.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,greedy,2,2,1,26,8,5.639999289996922e-05,0,,,trajectories\synthetic_10_courses_02.json__A__greedy__seed2__run2.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,greedy,3,3,1,26,8,0.0001417000021319,0,,,trajectories\synthetic_10_courses_02.json__A__greedy__seed3__run3.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,greedy,4,4,1,26,8,7.680000271648169e-05,0,,,trajectories\synthetic_10_courses_02.json__A__greedy__seed4__run4.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,greedy,5,5,1,26,8,0.0001097999920602,0,,,trajectories\synthetic_10_courses_02.json__A__greedy__seed5__run5.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,a_star,1,1,1,20,6,0.0011616999981924,0,,,trajectories\synthetic_10_courses_02.json__A__a_star__seed1__run1.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,a_star,2,2,1,20,6,0.0009671000007074,0,,,trajectories\synthetic_10_courses_02.json__A__a_star__seed2__run2.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,a_star,3,3,1,20,6,0.001249299995834,0,,,trajectories\synthetic_10_courses_02.json__A__a_star__seed3__run3.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,a_star,4,4,1,20,6,0.0012638000189326,0,,,trajectories\synthetic_10_courses_02.json__A__a_star__seed4__run4.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,a_star,5,5,1,20,6,0.0009850999922491,0,,,trajectories\synthetic_10_courses_02.json__A__a_star__seed5__run5.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,exact_small,1,1,1,20,6,0.0006642999942414,0,,,trajectories\synthetic_10_courses_02.json__A__exact_small__seed1__run1.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,exact_small,2,2,1,20,6,0.0006669000140391,0,,,trajectories\synthetic_10_courses_02.json__A__exact_small__seed2__run2.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,exact_small,3,3,1,20,6,0.0004355999990366,0,,,trajectories\synthetic_10_courses_02.json__A__exact_small__seed3__run3.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,exact_small,4,4,1,20,6,0.0005696000007446,0,,,trajectories\synthetic_10_courses_02.json__A__exact_small__seed4__run4.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,A,exact_small,5,5,1,20,6,0.0005836999916937,0,,,trajectories\synthetic_10_courses_02.json__A__exact_small__seed5__run5.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_02.json,small,B,greedy,1,1,1,26,8,0.0001061000220943,1,,,trajectories\synthetic_10_courses_02.json__B__greedy__seed1__run1.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,greedy,2,2,1,26,8,0.0001883000077214,1,,,trajectories\synthetic_10_courses_02.json__B__greedy__seed2__run2.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,greedy,3,3,1,26,8,8.969998452812433e-05,1,,,trajectories\synthetic_10_courses_02.json__B__greedy__seed3__run3.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,greedy,4,4,1,26,8,8.219998562708497e-05,1,,,trajectories\synthetic_10_courses_02.json__B__greedy__seed4__run4.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,greedy,5,5,1,26,8,0.0001243000151589,1,,,trajectories\synthetic_10_courses_02.json__B__greedy__seed5__run5.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,a_star,1,1,1,20,6,0.0015718000067863,1,,,trajectories\synthetic_10_courses_02.json__B__a_star__seed1__run1.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,a_star,2,2,1,20,6,0.0016031999839469,1,,,trajectories\synthetic_10_courses_02.json__B__a_star__seed2__run2.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,a_star,3,3,1,20,6,0.0015606000088155,1,,,trajectories\synthetic_10_courses_02.json__B__a_star__seed3__run3.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,a_star,4,4,1,20,6,0.0015631999995093,1,,,trajectories\synthetic_10_courses_02.json__B__a_star__seed4__run4.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,a_star,5,5,1,20,6,0.0025796999980229,1,,,trajectories\synthetic_10_courses_02.json__B__a_star__seed5__run5.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,exact_small,1,1,1,20,6,0.0010066000104416,1,,,trajectories\synthetic_10_courses_02.json__B__exact_small__seed1__run1.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,exact_small,2,2,1,20,6,0.0006332999910227,1,,,trajectories\synthetic_10_courses_02.json__B__exact_small__seed2__run2.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,exact_small,3,3,1,20,6,0.0010087999980896,1,,,trajectories\synthetic_10_courses_02.json__B__exact_small__seed3__run3.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,exact_small,4,4,1,20,6,0.0006296999927144,1,,,trajectories\synthetic_10_courses_02.json__B__exact_small__seed4__run4.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,B,exact_small,5,5,1,20,6,0.0007339000003412,1,,,trajectories\synthetic_10_courses_02.json__B__exact_small__seed5__run5.json,1,auto,,0,True,True,False,True
synthetic_10_courses_02.json,small,C,greedy,1,1,1,26,8,0.0001201999839395,1,8.4,0.7,trajectories\synthetic_10_courses_02.json__C__greedy__seed1__run1.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,greedy,2,2,1,26,8,0.0001301000011153,1,8.4,0.7,trajectories\synthetic_10_courses_02.json__C__greedy__seed2__run2.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,greedy,3,3,1,26,8,0.0001183999993372,1,8.4,0.7,trajectories\synthetic_10_courses_02.json__C__greedy__seed3__run3.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,greedy,4,4,1,26,8,8.110000635497272e-05,1,8.4,0.7,trajectories\synthetic_10_courses_02.json__C__greedy__seed4__run4.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,greedy,5,5,1,26,8,7.880001794546843e-05,1,8.4,0.7,trajectories\synthetic_10_courses_02.json__C__greedy__seed5__run5.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,a_star,1,1,1,20,6,0.0013980999938212,1,8.8,0.7,trajectories\synthetic_10_courses_02.json__C__a_star__seed1__run1.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,a_star,2,2,1,20,6,0.001565099984873,1,8.8,0.7,trajectories\synthetic_10_courses_02.json__C__a_star__seed2__run2.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,a_star,3,3,1,20,6,0.0017824000096879,1,8.8,0.7,trajectories\synthetic_10_courses_02.json__C__a_star__seed3__run3.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,a_star,4,4,1,20,6,0.0014861999952699,1,8.8,0.7,trajectories\synthetic_10_courses_02.json__C__a_star__seed4__run4.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,a_star,5,5,1,20,6,0.0015043999883346,1,8.8,0.7,trajectories\synthetic_10_courses_02.json__C__a_star__seed5__run5.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,exact_small,1,1,1,20,6,0.0008815999899525,1,8.8,0.6,trajectories\synthetic_10_courses_02.json__C__exact_small__seed1__run1.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,exact_small,2,2,1,20,6,0.0007045000093057,1,8.8,0.6,trajectories\synthetic_10_courses_02.json__C__exact_small__seed2__run2.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,exact_small,3,3,1,20,6,0.0007251000206451,1,8.8,0.6,trajectories\synthetic_10_courses_02.json__C__exact_small__seed3__run3.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,exact_small,4,4,1,20,6,0.0009381999843753,1,8.8,0.6,trajectories\synthetic_10_courses_02.json__C__exact_small__seed4__run4.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,C,exact_small,5,5,1,20,6,0.0006313000048976,1,8.8,0.6,trajectories\synthetic_10_courses_02.json__C__exact_small__seed5__run5.json,1,guided,,0,True,True,True,True
synthetic_10_courses_02.json,small,D,greedy,1,1,1,25,7,126.21382390000508,7,,,trajectories\synthetic_10_courses_02.json__D__greedy__seed1__run1.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,greedy,2,2,1,25,7,0.0579598000040277,7,,,trajectories\synthetic_10_courses_02.json__D__greedy__seed2__run2.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,greedy,3,3,1,25,7,0.047080200019991,7,,,trajectories\synthetic_10_courses_02.json__D__greedy__seed3__run3.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,greedy,4,4,1,25,7,0.049043699982576,7,,,trajectories\synthetic_10_courses_02.json__D__greedy__seed4__run4.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,greedy,5,5,1,25,7,0.062323699996341,7,,,trajectories\synthetic_10_courses_02.json__D__greedy__seed5__run5.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,a_star,1,1,1,25,7,0.0379083000007085,7,,,trajectories\synthetic_10_courses_02.json__D__a_star__seed1__run1.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,a_star,2,2,1,25,7,0.0375120000098831,7,,,trajectories\synthetic_10_courses_02.json__D__a_star__seed2__run2.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,a_star,3,3,1,25,7,0.0386433000094257,7,,,trajectories\synthetic_10_courses_02.json__D__a_star__seed3__run3.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,a_star,4,4,1,25,7,0.0372684999892953,7,,,trajectories\synthetic_10_courses_02.json__D__a_star__seed4__run4.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,a_star,5,5,1,25,7,0.037866099999519,7,,,trajectories\synthetic_10_courses_02.json__D__a_star__seed5__run5.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,exact_small,1,1,1,25,7,0.039792399998987,7,,,trajectories\synthetic_10_courses_02.json__D__exact_small__seed1__run1.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,exact_small,2,2,1,25,7,0.0402180000091902,7,,,trajectories\synthetic_10_courses_02.json__D__exact_small__seed2__run2.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,exact_small,3,3,1,25,7,0.0476921999943442,7,,,trajectories\synthetic_10_courses_02.json__D__exact_small__seed3__run3.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,exact_small,4,4,1,25,7,0.036574700003257,7,,,trajectories\synthetic_10_courses_02.json__D__exact_small__seed4__run4.json,1,guided,,0,True,True,False,True
synthetic_10_courses_02.json,small,D,exact_small,5,5,1,25,7,0.0361917999980505,7,,,trajectories\synthetic_10_courses_02.json__D__exact_small__seed5__run5.json,1,guided,,0,True,True,False,True
synthetic_10_courses_03.json,small,A,greedy,1,1,1,40,10,7.819998427294195e-05,0,,,trajectories\synthetic_10_courses_03.json__A__greedy__seed1__run1.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,greedy,2,2,1,40,10,6.719998782500625e-05,0,,,trajectories\synthetic_10_courses_03.json__A__greedy__seed2__run2.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,greedy,3,3,1,40,10,0.000100300007034,0,,,trajectories\synthetic_10_courses_03.json__A__greedy__seed3__run3.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,greedy,4,4,1,40,10,0.0001100999943446,0,,,trajectories\synthetic_10_courses_03.json__A__greedy__seed4__run4.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,greedy,5,5,1,40,10,0.000110199995106,0,,,trajectories\synthetic_10_courses_03.json__A__greedy__seed5__run5.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,a_star,1,1,1,32,8,0.0008168999920599,0,,,trajectories\synthetic_10_courses_03.json__A__a_star__seed1__run1.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,a_star,2,2,1,32,8,0.0009290000016335,0,,,trajectories\synthetic_10_courses_03.json__A__a_star__seed2__run2.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,a_star,3,3,1,32,8,0.0009343000128865,0,,,trajectories\synthetic_10_courses_03.json__A__a_star__seed3__run3.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,a_star,4,4,1,32,8,0.0008226000063586,0,,,trajectories\synthetic_10_courses_03.json__A__a_star__seed4__run4.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,a_star,5,5,1,32,8,0.000845600006869,0,,,trajectories\synthetic_10_courses_03.json__A__a_star__seed5__run5.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,exact_small,1,1,1,32,8,0.0003463000175543,0,,,trajectories\synthetic_10_courses_03.json__A__exact_small__seed1__run1.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,exact_small,2,2,1,32,8,0.0007162000110838,0,,,trajectories\synthetic_10_courses_03.json__A__exact_small__seed2__run2.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,exact_small,3,3,1,32,8,0.000349499983713,0,,,trajectories\synthetic_10_courses_03.json__A__exact_small__seed3__run3.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,exact_small,4,4,1,32,8,0.000354400021024,0,,,trajectories\synthetic_10_courses_03.json__A__exact_small__seed4__run4.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,A,exact_small,5,5,1,32,8,0.0005234000273048,0,,,trajectories\synthetic_10_courses_03.json__A__exact_small__seed5__run5.json,1,oracle,,0,True,True,False,False
synthetic_10_courses_03.json,small,B,greedy,1,1,1,40,10,0.0001446999958716,1,,,trajectories\synthetic_10_courses_03.json__B__greedy__seed1__run1.json,1,auto,,0,True,True,False,True
synthetic_10_courses_03.json,small,B,greedy,2,2,1,40,10,8.24000162538141e-05,1,,,trajectories\synthetic_10_courses_03.json__B__greedy__seed2__run2.json,1,auto,,0,True,True,False,True
synthetic_10_courses_03.json,small,B,greedy,3,3,1,40,10,0.0001202000130433,1,,,trajectories\synthetic_10_courses_03.json__B__greedy__seed3__run3.json,1,auto,,0,True,True,False,True
synthetic_10_courses_03.json,small,B,greedy,4,4,1,40,10,0.0001183999993372,1,,,trajectories\synthetic_10_courses_03.json__B__greedy__seed4__run4.json,1,auto,,0,True,True,False,True
synthetic_10_courses_03.json,small,B,greedy,5,5,1,40,10,0.0001260999997612,1,,,trajectories\synthetic_10_courses_03.json__B__greedy__seed5__run5.json,1,auto,,0,True,True,False,True
synthetic_10_courses_03.json,small,B,a_star,1,1,1,32,8,0.0010967999987769,1,,,trajectories\synthetic_10_courses_03.json__B__a_star__seed1__run1.json,1,auto,,0,True,True,False,True
